gene_id,gene_name,genome
ENSG00000248107,LINC02039,hg38
ENSG00000248109,MARCOL,hg38
ENSG00000248112,ENSG00000248112,hg38
ENSG00000248113,ENSG00000248113,hg38
ENSG00000248114,ENSG00000248114,hg38
ENSG00000248115,ENSG00000248115,hg38
ENSG00000248117,MICOS10P4,hg38
ENSG00000248118,LINC01019,hg38
ENSG00000248120,ENSG00000248120,hg38
ENSG00000248121,SMURF2P1,hg38
ENSG00000248122,APOOP4,hg38
ENSG00000248124,RRN3P1,hg38
ENSG00000248125,ENSG00000248125,hg38
ENSG00000248126,ENSG00000248126,hg38
ENSG00000248127,SV2C-AS1,hg38
ENSG00000248128,ENSG00000248128,hg38
ENSG00000248131,LINC01194,hg38
ENSG00000248132,LINC02101,hg38
ENSG00000248133,MTND4LP22,hg38
ENSG00000248134,ENSG00000248134,hg38
ENSG00000248136,MTND6P8,hg38
ENSG00000248137,ENSG00000248137,hg38
ENSG00000248138,ENSG00000248138,hg38
ENSG00000248139,CUL4AP1,hg38
ENSG00000248143,LINC02383,hg38
ENSG00000248144,ADH1C,hg38
ENSG00000248145,ENSG00000248145,hg38
ENSG00000248148,ENSG00000248148,hg38
ENSG00000248150,LINC02150,hg38
ENSG00000248152,ANK2-AS1,hg38
ENSG00000248155,ENSG00000248155,hg38
ENSG00000248156,BTG4P1,hg38
ENSG00000248159,HSPA8P11,hg38
ENSG00000248160,ENSG00000248160,hg38
ENSG00000248161,ENSG00000248161,hg38
ENSG00000248162,CHORDC1P3,hg38
ENSG00000248165,ENSG00000248165,hg38
ENSG00000248167,TRIM39-RPP21,hg38
ENSG00000248170,ENSG00000248170,hg38
ENSG00000248172,ENSG00000248172,hg38
ENSG00000248174,LINC02268,hg38
ENSG00000248176,ENSG00000248176,hg38
ENSG00000248180,GAPDHP60,hg38
ENSG00000248184,LINC02283,hg38
ENSG00000248185,ENSG00000248185,hg38
ENSG00000248187,ENSG00000248187,hg38
ENSG00000248188,ENSG00000248188,hg38
ENSG00000248191,PES1P1,hg38
ENSG00000248192,ATG10-AS1,hg38
ENSG00000248195,ENSG00000248195,hg38
ENSG00000248196,ENSG00000248196,hg38
ENSG00000248197,LINC00290,hg38
ENSG00000248199,ENSG00000248199,hg38
ENSG00000248200,ENSG00000248200,hg38
ENSG00000248202,LINC02234,hg38
ENSG00000248203,ENSG00000248203,hg38
ENSG00000248205,H3P17,hg38
ENSG00000248206,ENSG00000248206,hg38
ENSG00000248208,WDR45P1,hg38
ENSG00000248209,ENSG00000248209,hg38
ENSG00000248210,LINC02355,hg38
ENSG00000248211,TRPC7-AS1,hg38
ENSG00000248213,CICP16,hg38
ENSG00000248215,LINC02505,hg38
ENSG00000248216,KCTD9P5,hg38
ENSG00000248221,STX18-IT1,hg38
ENSG00000248222,SLIT3-AS1,hg38
ENSG00000248223,ENSG00000248223,hg38
ENSG00000248227,LINC02513,hg38
ENSG00000248228,SLIT2-IT1,hg38
ENSG00000248229,ENSG00000248229,hg38
ENSG00000248231,KRT8P4,hg38
ENSG00000248234,ENSG00000248234,hg38
ENSG00000248235,ENSG00000248235,hg38
ENSG00000248236,ENSG00000248236,hg38
ENSG00000248237,ENSG00000248237,hg38
ENSG00000248238,LINC02438,hg38
ENSG00000248240,ENSG00000248240,hg38
ENSG00000248242,ENSG00000248242,hg38
ENSG00000248243,LINC02014,hg38
ENSG00000248245,ENSG00000248245,hg38
ENSG00000248249,ENSG00000248249,hg38
ENSG00000248254,ENSG00000248254,hg38
ENSG00000248256,OCIAD1-AS1,hg38
ENSG00000248257,PSG10P,hg38
ENSG00000248259,MTND4LP31,hg38
ENSG00000248261,ENSG00000248261,hg38
ENSG00000248262,ENSG00000248262,hg38
ENSG00000248265,FLJ12825,hg38
ENSG00000248266,ENSG00000248266,hg38
ENSG00000248268,ENSG00000248268,hg38
ENSG00000248271,PGAM1P1,hg38
ENSG00000248275,TRIM52-AS1,hg38
ENSG00000248278,SUMO2P17,hg38
ENSG00000248279,LINC02120,hg38
ENSG00000248281,ENSG00000248281,hg38
ENSG00000248282,MTCYBP44,hg38
ENSG00000248283,CCNL2P1,hg38
ENSG00000248285,ENSG00000248285,hg38
ENSG00000248286,ENSG00000248286,hg38
ENSG00000248287,SCGB1D5P,hg38
ENSG00000248288,ENSG00000248288,hg38
ENSG00000248290,TNXA,hg38
ENSG00000248293,ENSG00000248293,hg38
ENSG00000248295,DDX43P1,hg38
ENSG00000248296,ENSG00000248296,hg38
ENSG00000248300,LINC02360,hg38
ENSG00000248302,BNIP3P41,hg38
ENSG00000248305,ENSG00000248305,hg38
ENSG00000248307,LINC00616,hg38
ENSG00000248308,ENSG00000248308,hg38
ENSG00000248309,MEF2C-AS1,hg38
ENSG00000248311,ENSG00000248311,hg38
ENSG00000248313,CYP4F27P,hg38
ENSG00000248315,MTND4LP2,hg38
ENSG00000248317,ENSG00000248317,hg38
ENSG00000248318,ENSG00000248318,hg38
ENSG00000248319,LINC02275,hg38
ENSG00000248320,THAP12P9,hg38
ENSG00000248322,ENSG00000248322,hg38
ENSG00000248323,LUCAT1,hg38
ENSG00000248327,NOL8P1,hg38
ENSG00000248328,MTCO3P28,hg38
ENSG00000248329,APELA,hg38
ENSG00000248330,LINC00613,hg38
ENSG00000248332,TUB-AS1,hg38
ENSG00000248333,CDK11B,hg38
ENSG00000248334,WHAMMP2,hg38
ENSG00000248335,ENSG00000248335,hg38
ENSG00000248336,HMGN1P11,hg38
ENSG00000248337,ENSG00000248337,hg38
ENSG00000248338,LINC02472,hg38
ENSG00000248339,LINC02504,hg38
ENSG00000248340,PIMREGP4,hg38
ENSG00000248343,ENSG00000248343,hg38
ENSG00000248346,ENSG00000248346,hg38
ENSG00000248347,ENSG00000248347,hg38
ENSG00000248349,ENSG00000248349,hg38
ENSG00000248350,ENSG00000248350,hg38
ENSG00000248351,HSPD1P18,hg38
ENSG00000248355,ARL2BPP6,hg38
ENSG00000248356,ENSG00000248356,hg38
ENSG00000248358,ENSG00000248358,hg38
ENSG00000248359,ENSG00000248359,hg38
ENSG00000248360,LINC00504,hg38
ENSG00000248362,ENSG00000248362,hg38
ENSG00000248363,ENSG00000248363,hg38
ENSG00000248364,OR7E86P,hg38
ENSG00000248365,POU5F1P7,hg38
ENSG00000248366,TRAJ51,hg38
ENSG00000248367,ENSG00000248367,hg38
ENSG00000248369,ENSG00000248369,hg38
ENSG00000248370,LINC02434,hg38
ENSG00000248371,LINC02056,hg38
ENSG00000248373,ENSG00000248373,hg38
ENSG00000248374,ENSG00000248374,hg38
ENSG00000248375,ENSG00000248375,hg38
ENSG00000248376,ENSG00000248376,hg38
ENSG00000248377,HMGN1P9,hg38
ENSG00000248378,ENSG00000248378,hg38
ENSG00000248383,PCDHAC1,hg38
ENSG00000248385,TARM1,hg38
ENSG00000248387,ENSG00000248387,hg38
ENSG00000248388,ENSG00000248388,hg38
ENSG00000248391,LINC02064,hg38
ENSG00000248393,ENSG00000248393,hg38
ENSG00000248394,FOSL1P1,hg38
ENSG00000248396,TOMM22P4,hg38
ENSG00000248397,LINC00498,hg38
ENSG00000248399,ENSG00000248399,hg38
ENSG00000248400,ST13P12,hg38
ENSG00000248401,ENSG00000248401,hg38
ENSG00000248403,NACAP6,hg38
ENSG00000248405,PRR5-ARHGAP8,hg38
ENSG00000248406,ENSG00000248406,hg38
ENSG00000248408,LINC02469,hg38
ENSG00000248409,CCDC188BP,hg38
ENSG00000248415,GAPDHP61,hg38
ENSG00000248416,ENSG00000248416,hg38
ENSG00000248417,ENSG00000248417,hg38
ENSG00000248418,UBL5P1,hg38
ENSG00000248419,ENSG00000248419,hg38
ENSG00000248420,MTATP6P9,hg38
ENSG00000248422,ENSG00000248422,hg38
ENSG00000248423,ENSG00000248423,hg38
ENSG00000248424,OR51K1P,hg38
ENSG00000248425,ENSG00000248425,hg38
ENSG00000248426,ENSG00000248426,hg38
ENSG00000248428,ENSG00000248428,hg38
ENSG00000248429,GASK1B-AS1,hg38
ENSG00000248430,HMGB3P16,hg38
ENSG00000248431,ENSG00000248431,hg38
ENSG00000248434,ENSG00000248434,hg38
ENSG00000248439,RPL23AP94,hg38
ENSG00000248440,ENSG00000248440,hg38
ENSG00000248441,LETR1,hg38
ENSG00000248442,OR10J7P,hg38
ENSG00000248443,ENSG00000248443,hg38
ENSG00000248444,HNRNPA1P65,hg38
ENSG00000248445,SEMA6A-AS1,hg38
ENSG00000248447,ENSG00000248447,hg38
ENSG00000248448,COX5BP1,hg38
ENSG00000248449,PCDHGB8P,hg38
ENSG00000248452,ENSG00000248452,hg38
ENSG00000248455,LINC02217,hg38
ENSG00000248456,LINC02485,hg38
ENSG00000248457,LINC02220,hg38
ENSG00000248458,ENSG00000248458,hg38
ENSG00000248459,ENSG00000248459,hg38
ENSG00000248461,LINC02119,hg38
ENSG00000248462,NENFP3,hg38
ENSG00000248464,FGF10-AS1,hg38
ENSG00000248466,ENSG00000248466,hg38
ENSG00000248468,ENSG00000248468,hg38
ENSG00000248469,ENSG00000248469,hg38
ENSG00000248471,ENSG00000248471,hg38
ENSG00000248472,DDX11L9,hg38
ENSG00000248473,LINC01962,hg38
ENSG00000248474,LINC02122,hg38
ENSG00000248475,ENSG00000248475,hg38
ENSG00000248476,BACH1-IT1,hg38
ENSG00000248477,NAIPP3,hg38
ENSG00000248479,ENSG00000248479,hg38
ENSG00000248480,ENSG00000248480,hg38
ENSG00000248482,ENSG00000248482,hg38
ENSG00000248483,POU5F2,hg38
ENSG00000248484,ENSG00000248484,hg38
ENSG00000248485,PCP4L1,hg38
ENSG00000248487,ABHD14A,hg38
ENSG00000248488,PGAM4P2,hg38
ENSG00000248489,CHD1-DT,hg38
ENSG00000248490,ENSG00000248490,hg38
ENSG00000248491,ENSG00000248491,hg38
ENSG00000248492,ZFAT-AS1,hg38
ENSG00000248493,ENSG00000248493,hg38
ENSG00000248494,LNX1-AS2,hg38
ENSG00000248498,ASNSP1,hg38
ENSG00000248503,C4orf46P2,hg38
ENSG00000248505,LINC02380,hg38
ENSG00000248506,TUBAP10,hg38
ENSG00000248507,OR5H4P,hg38
ENSG00000248508,SRP14-DT,hg38
ENSG00000248510,LINC02267,hg38
ENSG00000248511,ENSG00000248511,hg38
ENSG00000248514,ENSG00000248514,hg38
ENSG00000248515,ENSG00000248515,hg38
ENSG00000248516,ENSG00000248516,hg38
ENSG00000248517,LINC02437,hg38
ENSG00000248518,ENSG00000248518,hg38
ENSG00000248521,ENSG00000248521,hg38
ENSG00000248522,SBF1P1,hg38
ENSG00000248525,ENSG00000248525,hg38
ENSG00000248527,MTATP6P1,hg38
ENSG00000248528,LINC02058,hg38
ENSG00000248529,ENSG00000248529,hg38
ENSG00000248530,BCL2L12P1,hg38
ENSG00000248531,NDUFA5P12,hg38
ENSG00000248532,ENSG00000248532,hg38
ENSG00000248533,ENSG00000248533,hg38
ENSG00000248537,ENSG00000248537,hg38
ENSG00000248538,PPP1R3B-DT,hg38
ENSG00000248539,LINC02117,hg38
ENSG00000248540,ENSG00000248540,hg38
ENSG00000248542,ENSG00000248542,hg38
ENSG00000248543,NPM1P41,hg38
ENSG00000248544,ENSG00000248544,hg38
ENSG00000248545,ENSG00000248545,hg38
ENSG00000248546,ANP32C,hg38
ENSG00000248547,ENSG00000248547,hg38
ENSG00000248548,MTND4P8,hg38
ENSG00000248550,OTX2-AS1,hg38
ENSG00000248551,ENSG00000248551,hg38
ENSG00000248552,ENSG00000248552,hg38
ENSG00000248553,OR52H2P,hg38
ENSG00000248554,C5orf34-AS1,hg38
ENSG00000248555,LINC01339,hg38
ENSG00000248557,ENSG00000248557,hg38
ENSG00000248559,ENSG00000248559,hg38
ENSG00000248560,ENSG00000248560,hg38
ENSG00000248564,ENSG00000248564,hg38
ENSG00000248565,TECRP2,hg38
ENSG00000248567,ENSG00000248567,hg38
ENSG00000248568,KRT8P48,hg38
ENSG00000248569,ENSG00000248569,hg38
ENSG00000248571,ENSG00000248571,hg38
ENSG00000248572,EGFLAM-AS2,hg38
ENSG00000248573,PRYP6,hg38
ENSG00000248574,ADAM20P2,hg38
ENSG00000248576,ENSG00000248576,hg38
ENSG00000248577,ENSG00000248577,hg38
ENSG00000248578,NPM1P21,hg38
ENSG00000248583,ENSG00000248583,hg38
ENSG00000248585,ENSG00000248585,hg38
ENSG00000248586,ENSG00000248586,hg38
ENSG00000248587,GDNF-AS1,hg38
ENSG00000248588,ENSG00000248588,hg38
ENSG00000248590,GLDCP1,hg38
ENSG00000248591,ENSG00000248591,hg38
ENSG00000248592,STIMATE-MUSTN1,hg38
ENSG00000248593,DSTNP2,hg38
ENSG00000248596,ENSG00000248596,hg38
ENSG00000248597,ENSG00000248597,hg38
ENSG00000248599,FLJ42969,hg38
ENSG00000248600,ENSG00000248600,hg38
ENSG00000248601,ENSG00000248601,hg38
ENSG00000248605,ENSG00000248605,hg38
ENSG00000248607,ENSG00000248607,hg38
ENSG00000248608,ENSG00000248608,hg38
ENSG00000248610,HSPA8P4,hg38
ENSG00000248611,ENSG00000248611,hg38
ENSG00000248613,ENSG00000248613,hg38
ENSG00000248616,ANKRD49P3,hg38
ENSG00000248618,ENPP7P3,hg38
ENSG00000248621,ENSG00000248621,hg38
ENSG00000248624,ENSG00000248624,hg38
ENSG00000248625,ENSG00000248625,hg38
ENSG00000248626,GAPDHP40,hg38
ENSG00000248627,ENSG00000248627,hg38
ENSG00000248629,ENSG00000248629,hg38
ENSG00000248633,GET1P1,hg38
ENSG00000248634,ENSG00000248634,hg38
ENSG00000248635,ENSG00000248635,hg38
ENSG00000248636,ENSG00000248636,hg38
ENSG00000248637,ENSG00000248637,hg38
ENSG00000248639,ENSG00000248639,hg38
ENSG00000248640,HNRNPA1P56,hg38
ENSG00000248641,HMGA1P2,hg38
ENSG00000248642,OR10J2P,hg38
ENSG00000248643,RBM14-RBM4,hg38
ENSG00000248645,ENSG00000248645,hg38
ENSG00000248646,ENSG00000248646,hg38
ENSG00000248647,ENSG00000248647,hg38
ENSG00000248648,ENSG00000248648,hg38
ENSG00000248651,GCSHP1,hg38
ENSG00000248652,ENSG00000248652,hg38
ENSG00000248654,MTCO3P44,hg38
ENSG00000248656,ENSG00000248656,hg38
ENSG00000248659,ENSG00000248659,hg38
ENSG00000248660,SRIP1,hg38
ENSG00000248663,LINC00992,hg38
ENSG00000248664,ENSG00000248664,hg38
ENSG00000248667,ENSG00000248667,hg38
ENSG00000248668,OXCT1-AS1,hg38
ENSG00000248669,ENSG00000248669,hg38
ENSG00000248671,ALG1L9P,hg38
ENSG00000248672,LY75-CD302,hg38
ENSG00000248673,LINC01331,hg38
ENSG00000248674,RBBP4P6,hg38
ENSG00000248676,ENSG00000248676,hg38
ENSG00000248677,LINC02102,hg38
ENSG00000248682,ARHGAP22-IT1,hg38
ENSG00000248684,BIN2P2,hg38
ENSG00000248685,LINC02484,hg38
ENSG00000248687,ENSG00000248687,hg38
ENSG00000248690,HAS2-AS1,hg38
ENSG00000248692,ADGRL3-AS1,hg38
ENSG00000248693,LINC02100,hg38
ENSG00000248694,ENSG00000248694,hg38
ENSG00000248696,ENSG00000248696,hg38
ENSG00000248697,TOX4P1,hg38
ENSG00000248698,LINC01085,hg38
ENSG00000248699,ENSG00000248699,hg38
ENSG00000248701,ENSG00000248701,hg38
ENSG00000248702,ENSG00000248702,hg38
ENSG00000248703,LINC02415,hg38
ENSG00000248704,MTND4P2,hg38
ENSG00000248705,ENSG00000248705,hg38
ENSG00000248708,LINC02144,hg38
ENSG00000248709,ENSG00000248709,hg38
ENSG00000248710,ENSG00000248710,hg38
ENSG00000248711,THUMPD3P1,hg38
ENSG00000248712,CCDC153,hg38
ENSG00000248713,C4orf54,hg38
ENSG00000248714,ZNF652-AS1,hg38
ENSG00000248715,ENSG00000248715,hg38
ENSG00000248716,ENSG00000248716,hg38
ENSG00000248717,LINC02222,hg38
ENSG00000248719,PRDM8-AS1,hg38
ENSG00000248720,RFPL4AP5,hg38
ENSG00000248722,AK3P4,hg38
ENSG00000248724,NPHP3-AS1,hg38
ENSG00000248725,ENSG00000248725,hg38
ENSG00000248727,LINC01948,hg38
ENSG00000248729,MTCO1P30,hg38
ENSG00000248730,EGFLAM-AS4,hg38
ENSG00000248733,ENSG00000248733,hg38
ENSG00000248734,ENSG00000248734,hg38
ENSG00000248735,R3HDM2P1,hg38
ENSG00000248736,ENSG00000248736,hg38
ENSG00000248738,ENSG00000248738,hg38
ENSG00000248739,ENSG00000248739,hg38
ENSG00000248740,LINC02428,hg38
ENSG00000248744,ENSG00000248744,hg38
ENSG00000248745,NMNAT1P4,hg38
ENSG00000248746,ACTN3,hg38
ENSG00000248747,ENSG00000248747,hg38
ENSG00000248748,MTND5P9,hg38
ENSG00000248749,ENSG00000248749,hg38
ENSG00000248750,ENSG00000248750,hg38
ENSG00000248751,ENSG00000248751,hg38
ENSG00000248752,ENSG00000248752,hg38
ENSG00000248753,ENSG00000248753,hg38
ENSG00000248755,ENSG00000248755,hg38
ENSG00000248757,LINC02115,hg38
ENSG00000248758,ENSG00000248758,hg38
ENSG00000248761,ENSG00000248761,hg38
ENSG00000248762,ENSG00000248762,hg38
ENSG00000248763,ENSG00000248763,hg38
ENSG00000248764,ENSG00000248764,hg38
ENSG00000248765,MTCYBP37,hg38
ENSG00000248766,ENSG00000248766,hg38
ENSG00000248767,FOXL3,hg38
ENSG00000248769,ENSG00000248769,hg38
ENSG00000248770,ENSG00000248770,hg38
ENSG00000248771,SMIM31,hg38
ENSG00000248772,ENSG00000248772,hg38
ENSG00000248773,ENSG00000248773,hg38
ENSG00000248774,ENSG00000248774,hg38
ENSG00000248775,ENSG00000248775,hg38
ENSG00000248777,ENSG00000248777,hg38
ENSG00000248778,ENSG00000248778,hg38
ENSG00000248779,ENSG00000248779,hg38
ENSG00000248780,ARL4AP2,hg38
ENSG00000248781,PSMC1P4,hg38
ENSG00000248783,ENSG00000248783,hg38
ENSG00000248785,HIGD1AP14,hg38
ENSG00000248787,ENSG00000248787,hg38
ENSG00000248789,LINC02118,hg38
ENSG00000248790,ENSG00000248790,hg38
ENSG00000248791,ENSG00000248791,hg38
ENSG00000248792,SEPTIN14P22,hg38
ENSG00000248794,ENSG00000248794,hg38
ENSG00000248795,ENSG00000248795,hg38
ENSG00000248796,MED15P8,hg38
ENSG00000248799,ENSG00000248799,hg38
ENSG00000248801,C8orf34-AS1,hg38
ENSG00000248802,ENSG00000248802,hg38
ENSG00000248803,ENSG00000248803,hg38
ENSG00000248807,KRTAP9-12P,hg38
ENSG00000248809,LINC01095,hg38
ENSG00000248810,LINC02432,hg38
ENSG00000248813,ENSG00000248813,hg38
ENSG00000248816,ENSG00000248816,hg38
ENSG00000248817,PMPCAP1,hg38
ENSG00000248820,DYNLL1P6,hg38
ENSG00000248821,ENSG00000248821,hg38
ENSG00000248822,APOBEC3AP1,hg38
ENSG00000248824,ENSG00000248824,hg38
ENSG00000248826,PCBP2P3,hg38
ENSG00000248827,ENSG00000248827,hg38
ENSG00000248830,ZNF807P,hg38
ENSG00000248831,ENSG00000248831,hg38
ENSG00000248834,MARK2P5,hg38
ENSG00000248837,ENSG00000248837,hg38
ENSG00000248838,PGAM1P13,hg38
ENSG00000248839,ENSG00000248839,hg38
ENSG00000248840,ENSG00000248840,hg38
ENSG00000248842,ENSG00000248842,hg38
ENSG00000248843,RPL7AP29,hg38
ENSG00000248844,LINC02753,hg38
ENSG00000248846,LINC02065,hg38
ENSG00000248847,ENSG00000248847,hg38
ENSG00000248848,PPBPP2,hg38
ENSG00000248850,ENSG00000248850,hg38
ENSG00000248851,ENSG00000248851,hg38
ENSG00000248853,ENSG00000248853,hg38
ENSG00000248854,HNRNPH1P3,hg38
ENSG00000248858,FLJ46284,hg38
ENSG00000248859,LINC01574,hg38
ENSG00000248863,ENSG00000248863,hg38
ENSG00000248866,USP46-DT,hg38
ENSG00000248867,ENSG00000248867,hg38
ENSG00000248869,LINC02511,hg38
ENSG00000248870,ENSG00000248870,hg38
ENSG00000248871,TNFSF12-TNFSF13,hg38
ENSG00000248872,LINC02431,hg38
ENSG00000248873,SERBP1P6,hg38
ENSG00000248874,LINC02899,hg38
ENSG00000248876,ENSG00000248876,hg38
ENSG00000248877,PGBD4P4,hg38
ENSG00000248878,ENSG00000248878,hg38
ENSG00000248880,ICE2P1,hg38
ENSG00000248881,ENSG00000248881,hg38
ENSG00000248883,B4GALNT2P1,hg38
ENSG00000248884,ENSG00000248884,hg38
ENSG00000248885,SEPTIN7P10,hg38
ENSG00000248886,UGT2A3P7,hg38
ENSG00000248890,HHIP-AS1,hg38
ENSG00000248891,ENSG00000248891,hg38
ENSG00000248893,FAM138E,hg38
ENSG00000248895,ENSG00000248895,hg38
ENSG00000248896,ENSG00000248896,hg38
ENSG00000248898,PELO-AS1,hg38
ENSG00000248901,LINC01846,hg38
ENSG00000248903,ENSG00000248903,hg38
ENSG00000248905,FMN1,hg38
ENSG00000248907,MTND2P33,hg38
ENSG00000248908,LINC02239,hg38
ENSG00000248909,HMGB1P21,hg38
ENSG00000248911,ENSG00000248911,hg38
ENSG00000248912,ENSG00000248912,hg38
ENSG00000248913,PHB1P14,hg38
ENSG00000248915,ACTR6P1,hg38
ENSG00000248916,NUP210P3,hg38
ENSG00000248918,ENSG00000248918,hg38
ENSG00000248919,ATP5MF-PTCD1,hg38
ENSG00000248920,USP17L19,hg38
ENSG00000248921,ENSG00000248921,hg38
ENSG00000248923,MTND5P11,hg38
ENSG00000248924,ENSG00000248924,hg38
ENSG00000248925,PDCD6-DT,hg38
ENSG00000248926,ENSG00000248926,hg38
ENSG00000248927,ENSG00000248927,hg38
ENSG00000248928,ENSG00000248928,hg38
ENSG00000248929,HIGD1AP3,hg38
ENSG00000248930,CHP1P1,hg38
ENSG00000248931,MTCYBP40,hg38
ENSG00000248932,COPB2-DT,hg38
ENSG00000248933,USP17L22,hg38
ENSG00000248935,ENSG00000248935,hg38
ENSG00000248936,ENSG00000248936,hg38
ENSG00000248939,ENSG00000248939,hg38
ENSG00000248942,LINC01335,hg38
ENSG00000248943,ENSG00000248943,hg38
ENSG00000248944,FAM90A6P,hg38
ENSG00000248946,MTND3P22,hg38
ENSG00000248949,ENSG00000248949,hg38
ENSG00000248950,LDHBP3,hg38
ENSG00000248951,MTCO2P32,hg38
ENSG00000248954,ENSG00000248954,hg38
ENSG00000248955,ENSG00000248955,hg38
ENSG00000248956,HMGB1P44,hg38
ENSG00000248958,ZSWIM5P3,hg38
ENSG00000248962,ENSG00000248962,hg38
ENSG00000248964,ENSG00000248964,hg38
ENSG00000248965,ENSG00000248965,hg38
ENSG00000248966,BCLAF1P1,hg38
ENSG00000248967,ENSG00000248967,hg38
ENSG00000248968,ENSG00000248968,hg38
ENSG00000248969,ENSG00000248969,hg38
ENSG00000248971,KRT8P46,hg38
ENSG00000248973,ENSG00000248973,hg38
ENSG00000248975,ENSG00000248975,hg38
ENSG00000248977,ENSG00000248977,hg38
ENSG00000248978,ENSG00000248978,hg38
ENSG00000248979,LAMTOR3P2,hg38
ENSG00000248980,SPCS3-AS1,hg38
ENSG00000248984,ENSG00000248984,hg38
ENSG00000248987,PRDX4P1,hg38
ENSG00000248988,PSME2P3,hg38
ENSG00000248990,LINC02758,hg38
ENSG00000248991,ENSG00000248991,hg38
ENSG00000248993,ENSG00000248993,hg38
ENSG00000248994,ENSG00000248994,hg38
ENSG00000248995,LINC02231,hg38
ENSG00000248996,PDLIM7-AS1,hg38
ENSG00000248998,EFL1P2,hg38
ENSG00000249000,ENSG00000249000,hg38
ENSG00000249001,ENSG00000249001,hg38
ENSG00000249002,ENSG00000249002,hg38
ENSG00000249003,CLUHP4,hg38
ENSG00000249004,PRMT5P1,hg38
ENSG00000249005,FAM90A4P,hg38
ENSG00000249006,ENSG00000249006,hg38
ENSG00000249007,ENSG00000249007,hg38
ENSG00000249008,ENSG00000249008,hg38
ENSG00000249012,ENSG00000249012,hg38
ENSG00000249013,FTH1P21,hg38
ENSG00000249014,HMGN2P4,hg38
ENSG00000249016,ENSG00000249016,hg38
ENSG00000249017,ENSG00000249017,hg38
ENSG00000249018,GAPDHP56,hg38
ENSG00000249019,ENSG00000249019,hg38
ENSG00000249020,SNORA58,hg38
ENSG00000249021,ENSG00000249021,hg38
ENSG00000249022,ENSG00000249022,hg38
ENSG00000249023,ENSG00000249023,hg38
ENSG00000249025,ZNF519P4,hg38
ENSG00000249026,CTNNA1P1,hg38
ENSG00000249028,ENSG00000249028,hg38
ENSG00000249031,SUMO2P6,hg38
ENSG00000249035,CLMAT3,hg38
ENSG00000249036,ENSG00000249036,hg38
ENSG00000249038,AARS1P1,hg38
ENSG00000249041,ENSG00000249041,hg38
ENSG00000249042,FAM151B-DT,hg38
ENSG00000249045,MTND3P24,hg38
ENSG00000249047,COX6B1P5,hg38
ENSG00000249048,TRAV31,hg38
ENSG00000249049,ENSG00000249049,hg38
ENSG00000249050,ENSG00000249050,hg38
ENSG00000249051,ENSG00000249051,hg38
ENSG00000249052,ENSG00000249052,hg38
ENSG00000249053,ENSG00000249053,hg38
ENSG00000249054,FAM138D,hg38
ENSG00000249055,TBCAP3,hg38
ENSG00000249056,ENSG00000249056,hg38
ENSG00000249057,MAST4-IT1,hg38
ENSG00000249061,ENSG00000249061,hg38
ENSG00000249064,KRT18P25,hg38
ENSG00000249065,PCNAP1,hg38
ENSG00000249066,LINC02496,hg38
ENSG00000249068,ENSG00000249068,hg38
ENSG00000249069,LINC01033,hg38
ENSG00000249071,EGFLAM-AS3,hg38
ENSG00000249072,ENSG00000249072,hg38
ENSG00000249073,WSPAR,hg38
ENSG00000249074,NDUFB2P1,hg38
ENSG00000249077,ENSG00000249077,hg38
ENSG00000249079,ENSG00000249079,hg38
ENSG00000249081,OR5M14P,hg38
ENSG00000249082,EPIST,hg38
ENSG00000249084,ENSG00000249084,hg38
ENSG00000249085,TNPO1-DT,hg38
ENSG00000249086,ENSG00000249086,hg38
ENSG00000249087,ZNF436-AS1,hg38
ENSG00000249089,AIG1P1,hg38
ENSG00000249091,ENSG00000249091,hg38
ENSG00000249092,PPIAP77,hg38
ENSG00000249094,ENSG00000249094,hg38
ENSG00000249096,LINC02362,hg38
ENSG00000249098,ENSG00000249098,hg38
ENSG00000249099,ENSG00000249099,hg38
ENSG00000249100,ENSG00000249100,hg38
ENSG00000249101,ENSG00000249101,hg38
ENSG00000249102,ENSG00000249102,hg38
ENSG00000249104,USP17L17,hg38
ENSG00000249105,ENSG00000249105,hg38
ENSG00000249106,GPM6A-DT,hg38
ENSG00000249109,ENSG00000249109,hg38
ENSG00000249111,ENSG00000249111,hg38
ENSG00000249112,ENSG00000249112,hg38
ENSG00000249114,ENSG00000249114,hg38
ENSG00000249115,HAUS5,hg38
ENSG00000249116,IRX4-AS1,hg38
ENSG00000249119,MTND6P4,hg38
ENSG00000249122,ENSG00000249122,hg38
ENSG00000249125,ENSG00000249125,hg38
ENSG00000249127,MTND3P3,hg38
ENSG00000249128,LINC02215,hg38
ENSG00000249129,SUDS3P1,hg38
ENSG00000249131,PSD2-AS1,hg38
ENSG00000249135,ENSG00000249135,hg38
ENSG00000249138,SLED1,hg38
ENSG00000249139,EPPIN-WFDC6,hg38
ENSG00000249140,PRDX2P3,hg38
ENSG00000249141,ENSG00000249141,hg38
ENSG00000249142,ENSG00000249142,hg38
ENSG00000249145,LINC02517,hg38
ENSG00000249148,ENSG00000249148,hg38
ENSG00000249149,ENSG00000249149,hg38
ENSG00000249150,ENSG00000249150,hg38
ENSG00000249152,LNCPRESS2,hg38
ENSG00000249153,ENSG00000249153,hg38
ENSG00000249156,TAF11L12,hg38
ENSG00000249157,ENSG00000249157,hg38
ENSG00000249158,PCDHA11,hg38
